condition,trial1_sentence1,trial1_sentence2,trial1_sentence3,trial1_sentence4,trial1_end,trial2_sentence1,trial2_sentence2,trial2_sentence3,trial2_sentence4,trial2_end,trial3_sentence1,trial3_sentence2,trial3_sentence3,trial3_sentence4,trial3_end,trial4_sentence1,trial4_sentence2,trial4_sentence3,trial4_sentence4,trial4_end,trial5_sentence1,trial5_sentence2,trial5_sentence3,trial5_sentence4,trial5_end,trial6_sentence1,trial6_sentence2,trial6_sentence3,trial6_sentence4,trial6_end,trial7_sentence1,trial7_sentence2,trial7_sentence3,trial7_sentence4,trial7_end,trial8_sentence1,trial8_sentence2,trial8_sentence3,trial8_sentence4,trial8_end,trial9_sentence1,trial9_sentence2,trial9_sentence3,trial9_sentence4,trial9_end,trial10_sentence1,trial10_sentence2,trial10_sentence3,trial10_sentence4,trial10_end
45,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3
46,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3
47,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3
48,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3
49,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3
50,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3
51,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3
52,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3
53,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3
54,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3
55,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3
56,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3
57,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3
58,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3
59,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3
60,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3
61,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3
